,winner_age,winner_rank,loser_age,loser_rank,year,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,tourney_level_A,round_BR,round_ER,round_F,round_QF,round_R128,round_R16,round_R32,round_R64,round_RR,round_SF,winner_hand_L,winner_hand_R,winner_hand_U,loser_hand_L,loser_hand_R,loser_hand_U,tourney_name_Australian Open,tourney_name_Roland Garros,tourney_name_US Open,tourney_name_Wimbledon,tourney_name_sch,tourney_name_autre
2054,21.9192334018,13.0,22.9760438056,73.0,2010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
15853,24.205338809,181.0,29.8480492813,28.0,2004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
31791,24.758384668,13.0,23.786447638600002,70.0,2010,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2075,28.180698151999998,14.0,25.4045174538,95.0,2010,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
24216,25.152635181399997,14.0,29.3771389459,110.0,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
53167,31.1156741958,21.0,29.4209445585,65.0,2019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
24433,26.0616016427,4.0,20.8131416838,73.0,2007,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
13089,23.7371663244,35.0,26.7186858316,117.0,2003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
18659,22.9185489391,134.0,32.2409308693,119.0,2005,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
29637,24.9993155373,51.0,29.9603011636,67.0,2009,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
10812,23.069130732399998,234.0,29.388090349099997,92.0,2002,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
16315,21.3880903491,1.0,22.7378507871,28.0,2004,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
7998,19.006160164300002,79.0,20.4654346338,116.0,2001,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
13240,26.6310746064,198.0,25.1937029432,67.0,2003,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
40122,27.189596166999998,9.0,22.6639288159,11.0,2013,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
18650,23.832991101999998,95.0,35.066392881599995,7.0,2005,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
31451,23.0253251198,4.0,23.931553730300003,45.0,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
16341,22.4476386037,2.0,22.0479123888,8.0,2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
39185,26.0150581793,1.0,22.46954141,58.0,2013,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
48921,26.2861054073,9.0,23.2744695414,210.0,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
10780,24.594113620799998,255.0,24.6160164271,132.0,2002,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
10779,31.5208761123,56.0,24.6926762491,87.0,2002,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
29981,25.7002053388,87.0,16.246406570799998,768.0,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
21524,23.460643394899996,34.0,31.726214921300002,71.0,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
48155,21.021218343599998,53.0,31.696098562600003,14.0,2017,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
29624,24.484599589299997,7.0,26.932238193000003,94.0,2009,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
18805,24.919917864499997,51.0,24.279260780300003,272.0,2005,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
21738,30.0013689254,48.0,29.9520876112,28.0,2006,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
24525,30.6475017112,63.0,27.2744695414,59.0,2007,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
38229,31.6495550992,29.0,24.7529089665,56.0,2013,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
49578,26.6694045175,3.0,24.3832991102,226.0,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
48375,32.5667351129,97.0,28.2600958248,62.0,2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
52144,28.684462696799997,96.0,23.6194387406,92.0,2019,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
18892,23.40862423,15.0,28.9555099247,67.0,2005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
13576,26.7186858316,36.0,20.372347707,10.0,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
36755,30.803559206,3.0,23.6769336071,9.0,2012,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
32287,24.1998631075,38.0,29.3798767967,84.0,2010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
33034,28.9883641342,132.0,26.8966461328,109.0,2011,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
36722,27.931553730300003,8.0,25.2895277207,55.0,2012,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
21479,22.6173853525,83.0,25.8672142368,90.0,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
27343,25.5550992471,14.0,26.6173853525,4.0,2008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
54048,37.930184804899994,61.0,23.9123887748,59.0,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
47136,30.6228610541,9.0,31.5838466804,36.0,2017,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
41780,32.7967145791,4.0,21.774127310100003,109.0,2014,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
31483,26.2532511978,66.0,30.3819301848,119.0,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
21544,19.9863107461,2.0,27.841204654299997,116.0,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
34971,26.340862423,22.0,28.3504449008,44.0,2011,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
16250,21.2840520192,33.0,23.345653661900002,61.0,2004,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
32282,28.6926762491,37.0,31.7563312799,30.0,2010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
10545,19.8165639973,14.0,23.843942505100003,59.0,2002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1260,27.7316906229,8.0,23.2197125257,112.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
31755,26.2422997947,41.0,30.0944558522,76.0,2010,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
18948,21.787816564,48.0,22.409308692699998,157.0,2005,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
34313,28.158795345700003,72.0,21.9082819986,111.0,2011,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
36685,30.436687200500003,31.0,24.7665982204,212.0,2012,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
18806,32.0164271047,125.0,30.3271731691,225.0,2005,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
45600,29.971252566700002,5.0,26.234086242300002,99.0,2016,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
5182,28.4325804244,3.0,29.426420260100002,64.0,2000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
26796,29.1882272416,30.0,26.9130732375,117.0,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4908,25.018480492800002,13.0,25.492128679,95.0,2000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
50652,33.084188911700004,103.0,29.689253935700002,48.0,2018,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
13474,21.9849418207,64.0,23.920602327199997,100.0,2003,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
21728,32.1095140315,84.0,23.3045859001,91.0,2006,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
7618,19.0746064339,83.0,26.2587268994,45.0,2001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
46445,31.4223134839,3.0,32.788501026700004,46.0,2016,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
24505,28.4407939767,12.0,25.180013689299997,82.0,2007,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
21779,29.5852156057,73.0,26.116358658499998,95.0,2006,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
34925,24.9746748802,95.0,24.125941136199998,69.0,2011,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
44524,28.052019165,37.0,21.7467488022,143.0,2016,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
53538,25.3497604381,28.0,25.3689253936,116.0,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
39189,29.6125941136,19.0,19.8795345654,127.0,2013,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
53523,25.9739904175,124.0,33.4948665298,45.0,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
48912,28.804928131399997,64.0,27.342915811100006,49.0,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
32331,24.1998631075,38.0,29.242984257399996,6.0,2010,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
39196,29.53045859,53.0,36.1587953457,126.0,2013,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
30468,27.5674195756,20.0,26.4503764545,92.0,2010,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
29983,26.8008213552,12.0,31.041752224499998,251.0,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
50733,24.7310061602,8.0,22.1245722108,96.0,2018,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
39248,30.921286789899998,31.0,22.642026009600002,125.0,2013,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
21920,22.5106091718,26.0,20.4052019165,111.0,2006,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
41748,24.8733744011,59.0,24.4052019165,10.0,2014,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
45923,29.1197809719,2.0,21.169062286099997,18.0,2016,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
24713,34.099931553699996,51.0,29.078713210100002,44.0,2007,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
42603,28.9363449692,7.0,25.1225188227,65.0,2014,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
50715,28.4106776181,21.0,29.054072553,51.0,2018,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
29821,29.0896646133,11.0,23.953456536599997,18.0,2009,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
40057,30.559890486,48.0,25.7467488022,85.0,2013,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
41727,28.687200547600003,6.0,25.943874058899997,135.0,2014,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
40780,31.704312115,18.0,27.572895277199997,9.0,2014,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
29635,24.216290212199997,46.0,26.3244353183,228.0,2009,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
40753,28.3230663929,7.0,26.6283367556,86.0,2014,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
46485,37.5003422313,23.0,27.101984941799998,56.0,2016,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
44490,34.4449007529,3.0,23.901437371700002,118.0,2016,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
34144,24.9281314168,16.0,23.394934976,25.0,2011,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
10850,23.069130732399998,234.0,27.9041752225,4.0,2002,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
40765,26.2696783025,51.0,25.3716632444,24.0,2014,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
10792,19.5564681725,58.0,21.659137577,84.0,2002,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
24211,27.1731690623,129.0,17.0020533881,820.0,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
41719,27.9370294319,13.0,21.5934291581,80.0,2014,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
19104,23.895961670100004,3.0,27.0855578371,111.0,2005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
45831,27.745379876799998,13.0,31.1594798084,589.0,2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
27627,22.1902806297,2.0,28.0355920602,15.0,2008,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
15965,22.5023956194,80.0,18.7597535934,65.0,2004,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
44579,29.3798767967,25.0,35.6714579055,225.0,2016,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
24516,25.9329226557,60.0,24.1204654346,39.0,2007,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15869,22.0643394935,17.0,24.621492128699998,11.0,2004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1248,21.650924024600002,12.0,24.7939767283,86.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
45812,24.104038329899996,87.0,23.860369609899998,66.0,2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
36655,27.337440109499997,92.0,30.4038329911,40.0,2012,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
7775,27.285420944600002,13.0,27.611225188200002,149.0,2001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
30500,24.7310061602,28.0,23.3812457221,12.0,2010,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
45618,31.074606433899998,17.0,21.3716632444,82.0,2016,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
39187,19.2553045859,324.0,26.3052703628,171.0,2013,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
18983,23.657768651599998,11.0,33.0102669405,59.0,2005,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
10497,29.5660506502,237.0,24.161533196399997,88.0,2002,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
51006,33.5112936345,53.0,22.2203969884,81.0,2018,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
50638,21.533196440799998,40.0,34.6146475017,24.0,2018,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
53174,33.3990417522,47.0,22.6036960986,190.0,2019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
51496,28.659822039699996,19.0,23.2005475702,50.0,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
30422,24.4106776181,25.0,29.5003422313,93.0,2010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
49594,24.366872005500003,5.0,27.665982204000002,56.0,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
34132,26.4010951403,18.0,29.4510609172,10.0,2011,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4801,19.3483915127,39.0,27.613963039,96.0,2000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
15843,28.9144421629,29.0,25.440109514,112.0,2004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
10362,28.5284052019,76.0,26.1054072553,178.0,2002,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
36958,30.8802190281,3.0,25.0896646133,68.0,2012,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
29927,36.1122518823,60.0,28.9363449692,65.0,2009,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
26892,19.7371663244,80.0,28.0219028063,41.0,2008,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
7577,24.750171115700002,24.0,19.6851471595,201.0,2001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
29720,28.514715948000003,32.0,27.277207392199998,107.0,2009,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
7698,26.2559890486,14.0,25.1854893908,65.0,2001,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
21930,21.568788501,137.0,21.9028062971,56.0,2006,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
10865,21.9657768652,11.0,19.5564681725,58.0,2002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
7769,26.8008213552,11.0,24.7939767283,28.0,2001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
13353,22.496919917899998,6.0,27.6413415469,69.0,2003,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
26820,22.5106091718,106.0,30.4996577687,31.0,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
13548,21.475701574299997,41.0,28.900752909,27.0,2003,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
21824,26.584531143099998,104.0,25.607118412,30.0,2006,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
34410,29.7467488022,44.0,29.095140314899997,93.0,2011,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
50996,22.1136208077,40.0,33.0403832991,95.0,2018,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16003,23.923340178000004,51.0,26.217659137600002,100.0,2004,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2847,33.5359342916,63.0,22.2614647502,142.0,2000,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
13384,22.045174538,2.0,23.657768651599998,35.0,2003,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1251,25.774127310100003,7.0,29.0814510609,102.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
39557,26.0917180014,1.0,24.750171115700002,8.0,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
13209,29.0485968515,115.0,21.4428473648,56.0,2003,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
21631,28.9719370294,53.0,28.4681724846,62.0,2006,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
50946,21.7275838467,54.0,34.4476386037,61.0,2018,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
19111,21.1745379877,36.0,21.6947296372,70.0,2005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
21522,24.076659821999996,7.0,20.8213552361,160.0,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
29497,22.028747433299998,93.0,29.4072553046,16.0,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
48184,30.0396988364,1.0,28.6789869952,30.0,2017,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
48449,21.1416837782,216.0,24.772073921999997,18.0,2017,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
13008,21.9794661191,33.0,29.7166324435,70.0,2003,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
36650,27.167693360700003,21.0,28.605065024,75.0,2012,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
7840,28.648870636599998,90.0,28.5037645448,60.0,2001,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2071,23.2936344969,4.0,25.7248459959,123.0,2010,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
36992,25.1143052704,4.0,27.022587269000002,42.0,2012,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
32279,25.4045174538,95.0,30.1136208077,50.0,2010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
29525,27.0663928816,17.0,23.7973990418,113.0,2009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
22000,24.4407939767,1.0,28.5311430527,34.0,2006,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
44225,23.868583162199997,61.0,34.8090349076,49.0,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
49017,31.279945243,32.0,35.7015742642,40.0,2017,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
29965,27.663244353200003,32.0,22.954140999299998,103.0,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
46447,20.273785078699998,95.0,27.2607802875,111.0,2016,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
48141,27.427789185500004,26.0,28.6926762491,78.0,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
7877,26.9733059548,9.0,30.376454483200003,87.0,2001,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
